filename,true_label,predicted_label,prob_cls0,prob_cls1,prob_cls2,prob_cls3,prob_cls4,prob_cls5,prob_cls6,prob_cls7,prob_cls8,prob_cls9,prob_cls10,prob_cls11,prob_cls12,prob_cls13,prob_cls14,prob_cls15,prob_cls16,prob_cls17,prob_cls18,prob_cls19,prob_cls20,prob_cls21,prob_cls22
Tinea Ringworm Candidiasis and other Fungal Infections/tinea-foot-plantar-30.jpg,18,18,0.00350571,0.00596237,0.00633240,0.00836945,0.00232697,0.16516113,0.00646210,0.00775909,0.00455856,0.00549316,0.00519943,0.00563812,0.00482559,0.01112366,0.04244995,0.00580978,0.00679398,0.00718307,0.66357422,0.00773621,0.01181793,0.00467682,0.00724411
Lupus and other Connective Tissue diseases/mixed-connective-tissue-disease-1.jpg,10,18,0.00549316,0.05545044,0.00720978,0.02273560,0.00656128,0.02413940,0.01812744,0.00521088,0.00246620,0.19055176,0.03668213,0.13598633,0.00348663,0.00502396,0.02226257,0.00933075,0.00936127,0.01436615,0.34179688,0.01274872,0.03102112,0.01035309,0.02972412
Hair Loss Photos Alopecia and other Hair Diseases/alopecia-areata-53.jpg,7,7,0.00901031,0.00768280,0.00943756,0.00620651,0.00615311,0.00827026,0.00611115,0.78027344,0.00454712,0.00756836,0.00503540,0.00304413,0.08929443,0.00700760,0.00722122,0.00521088,0.00445557,0.00339127,0.00492859,0.00635529,0.00774384,0.00593567,0.00498962
Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-111.jpg,14,14,0.00699615,0.00927734,0.01646423,0.00522232,0.00548172,0.22570801,0.00487137,0.00942993,0.00780106,0.00624084,0.00474548,0.00686264,0.01250458,0.00734711,0.61083984,0.00738525,0.00853729,0.00442505,0.00466537,0.01191711,0.01029968,0.00599670,0.00679779
Nail Fungus and other Nail Disease/leukonychia-5.jpg,12,12,0.00675964,0.00687790,0.00678635,0.00707626,0.00622940,0.00891876,0.00998688,0.00425720,0.00729752,0.01148224,0.00838470,0.00818634,0.81640625,0.00618744,0.02647400,0.00930023,0.00594330,0.00666809,0.00717545,0.01243591,0.00538635,0.00620270,0.00537109
Bullous Disease Photos/pemphigus-25.jpg,3,3,0.00586319,0.00165749,0.00511932,0.64794922,0.00851440,0.02607727,0.00564575,0.00814819,0.00717926,0.01766968,0.05868530,0.00385666,0.01634216,0.00588226,0.03967285,0.00615692,0.00213242,0.00450134,0.01733398,0.00958252,0.00437164,0.06158447,0.03610229
Systemic Disease/neurofibromatosis-54.jpg,17,17,0.00360680,0.01579285,0.00407410,0.01051331,0.00519180,0.00508881,0.00561905,0.00891876,0.00832367,0.00465012,0.09338379,0.00998688,0.01089478,0.00820160,0.05426025,0.06750488,0.19152832,0.22045898,0.02015686,0.00616455,0.20874023,0.01895142,0.01794434
Acne and Rosacea Photos/acne-open-comedo-62.jpg,0,0,0.70117188,0.01274872,0.00585938,0.00621414,0.00576019,0.00585938,0.00587845,0.01165771,0.00625229,0.14489746,0.00366974,0.00485992,0.00690460,0.00576401,0.00349617,0.00313187,0.02078247,0.00418472,0.00646973,0.00743103,0.00726700,0.00896454,0.01089478
Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-129.jpg,14,14,0.00464249,0.00521469,0.00511551,0.00315094,0.00304604,0.01525116,0.00481796,0.00822449,0.00407791,0.00440598,0.00392532,0.00426483,0.01275635,0.00589371,0.86962891,0.00945282,0.00378609,0.00517654,0.00648880,0.00598145,0.00769806,0.00306320,0.00393295
Lupus and other Connective Tissue diseases/lupus-chronic-cutaneous-144.jpg,10,10,0.00497437,0.12127686,0.00621796,0.00533676,0.00274849,0.01093292,0.00225639,0.00424957,0.02450562,0.00484085,0.35424805,0.03448486,0.01136017,0.01194763,0.00466919,0.01309204,0.17956543,0.00685883,0.14514160,0.00606918,0.00737762,0.00744247,0.03031921
Bullous Disease Photos/dermatitis-herpetiformis-96.jpg,3,3,0.03485107,0.00786591,0.00388908,0.66992188,0.00670242,0.07495117,0.00325775,0.00860596,0.00431824,0.01515961,0.00779343,0.00592041,0.01579285,0.00867462,0.04501343,0.00664902,0.01248932,0.00481415,0.00448608,0.00588226,0.00873566,0.01731873,0.02667236
Eczema Photos/prurigo-nodularis-26.jpg,5,16,0.00410080,0.09997559,0.00503540,0.00353050,0.00627136,0.01124573,0.00292778,0.00618744,0.00333405,0.00374222,0.01029968,0.00357628,0.00354004,0.00398636,0.00393295,0.00292206,0.78515625,0.01050568,0.00721359,0.00488663,0.00589371,0.00506210,0.00676346
Psoriasis pictures Lichen Planus and related diseases/pityriasis-rosea-106.jpg,14,14,0.00397491,0.01221466,0.00317192,0.00153065,0.00260162,0.00635910,0.00182819,0.00427246,0.00330162,0.00315285,0.00305367,0.00515366,0.02159119,0.00401688,0.86816406,0.00725174,0.00583649,0.00438690,0.00971222,0.00293732,0.00852203,0.00319290,0.01354218
Acne and Rosacea Photos/hidradenitis-suppurativa-66.jpg,0,0,0.86621094,0.01093292,0.00535202,0.00635529,0.00409698,0.00448227,0.00550079,0.00516510,0.00443649,0.00499344,0.00450134,0.00720978,0.00692749,0.00563812,0.00514221,0.00349808,0.01339722,0.00875092,0.00799561,0.00596237,0.00403595,0.00622177,0.00325394
Psoriasis pictures Lichen Planus and related diseases/lichen-planus-168.jpg,14,12,0.00421143,0.00665665,0.00961304,0.00508499,0.00547409,0.00555801,0.00396729,0.01348114,0.00851440,0.00471878,0.00421906,0.00942993,0.55859375,0.00561523,0.29443359,0.00691223,0.00510025,0.00629425,0.00489807,0.00737000,0.01059723,0.01186371,0.00748444
Warts Molluscum and other Viral Infections/herpes-zoster-111.jpg,22,22,0.01465607,0.22937012,0.00892639,0.00748825,0.00936890,0.00912476,0.00368500,0.01317596,0.00830841,0.00598145,0.02587891,0.00526428,0.01676941,0.00679779,0.00394058,0.00301933,0.00726318,0.00224686,0.02851868,0.00663376,0.00267792,0.00429153,0.57666016
Psoriasis pictures Lichen Planus and related diseases/pityriasis-rubra-pilaris-60.jpg,14,14,0.00311661,0.02789307,0.00362206,0.00694275,0.01298523,0.11529541,0.00433731,0.00865173,0.00370598,0.00804901,0.00770187,0.01157379,0.00971222,0.00856781,0.51171875,0.00132084,0.01882935,0.00298882,0.04312134,0.00544357,0.00719070,0.00232124,0.17504883
Vascular Tumors/venous-lake-22.jpg,20,20,0.00470352,0.01252747,0.00469589,0.00833893,0.00474167,0.00752640,0.00543976,0.00371933,0.00820923,0.00315094,0.00314331,0.01470184,0.00714874,0.00597763,0.01132965,0.00444031,0.00282669,0.00556946,0.00706863,0.00583649,0.85498047,0.00363159,0.01041412
Acne and Rosacea Photos/acne-open-comedo-57.jpg,0,0,0.88330078,0.00601578,0.00349045,0.00366211,0.00343704,0.00779724,0.00265312,0.00440216,0.00272369,0.00585175,0.00312233,0.00502777,0.00469589,0.00517654,0.00971222,0.00265884,0.00704193,0.00294113,0.00401306,0.00476074,0.00324059,0.00650787,0.01754761
Warts Molluscum and other Viral Infections/corns-1.jpg,22,1,0.00292969,0.82080078,0.00576019,0.00348854,0.00455856,0.01696777,0.00638199,0.00464630,0.00699234,0.00646210,0.00356865,0.00138474,0.01319885,0.00555038,0.01144409,0.00761795,0.00471115,0.00554657,0.00597763,0.00481796,0.04260254,0.00853729,0.00613022
Acne and Rosacea Photos/rosacea-10.jpg,0,0,0.52832031,0.02583313,0.00737762,0.00467300,0.00329018,0.16894531,0.00288582,0.00363541,0.00375366,0.00885773,0.01451874,0.00952148,0.00584030,0.00737381,0.12927246,0.00221634,0.01750183,0.00537109,0.00965118,0.00624847,0.00591660,0.00374222,0.02507019
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/squamous-cell-carcinoma-lip-22.jpg,1,1,0.00520706,0.86083984,0.00600433,0.00480270,0.00487900,0.00569153,0.00968933,0.00648499,0.00658798,0.00672531,0.00274467,0.00601578,0.00887299,0.00650024,0.00382423,0.00493622,0.01139832,0.00352478,0.00583267,0.00975037,0.00450134,0.00560379,0.00957489
Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-99.jpg,16,1,0.01364136,0.48217773,0.00780487,0.00492477,0.00467300,0.00326729,0.00704575,0.00769043,0.00549316,0.00519943,0.00260353,0.01896667,0.00545883,0.00363159,0.00329781,0.00839996,0.36816406,0.00523758,0.00554276,0.00597382,0.00515747,0.00570679,0.01979065
Acne and Rosacea Photos/acne-pustular-37.jpg,0,0,0.85888672,0.00700760,0.01078033,0.00537872,0.00479889,0.00606155,0.00772095,0.00658035,0.00597000,0.00469589,0.00458908,0.00782013,0.00649643,0.00727081,0.00774765,0.00684738,0.00517273,0.00432205,0.00700378,0.00761414,0.00543594,0.00703049,0.00474930
Light Diseases and Disorders of Pigmentation/actinic-comedones-3.jpg,9,9,0.13195801,0.00372887,0.00527573,0.00893402,0.00462341,0.01451111,0.00385857,0.28417969,0.00962067,0.35595703,0.00495911,0.03030396,0.00841522,0.00574493,0.00634766,0.05895996,0.01222992,0.00314903,0.00481033,0.00642776,0.01016235,0.00780487,0.01809692
Exanthems and Drug Eruptions/gianotti-crosti-10.jpg,6,6,0.00808716,0.00540543,0.00633621,0.00595093,0.00227356,0.00600815,0.87060547,0.00405502,0.00403214,0.00326157,0.00358582,0.00252914,0.00994110,0.00982666,0.00875092,0.00245667,0.00224495,0.00384903,0.00490952,0.00315094,0.00600433,0.02146912,0.00550079
Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-160.jpg,18,18,0.00690842,0.01268768,0.00870514,0.00248146,0.00524521,0.01263428,0.00500870,0.00988770,0.12548828,0.00727463,0.00530624,0.00611877,0.01067352,0.00839233,0.04833984,0.00376511,0.00947571,0.00540161,0.67089844,0.00570297,0.00706482,0.00662613,0.01602173
Nail Fungus and other Nail Disease/psoriasis-146.jpg,12,12,0.00826263,0.00691223,0.00545120,0.00698853,0.00795746,0.00694656,0.00899506,0.00668335,0.01246643,0.00788879,0.00393677,0.01421356,0.79492188,0.01059723,0.02154541,0.00904846,0.01078796,0.00617981,0.02148438,0.00829315,0.00650787,0.00655365,0.00724030
Eczema Photos/keratolysis-exfoliativa-26.jpg,5,5,0.00604248,0.01384735,0.04956055,0.00271225,0.00309181,0.80371094,0.00205421,0.00461960,0.00628662,0.00468826,0.00827026,0.00421143,0.00415039,0.00483322,0.00878143,0.00258064,0.00557327,0.00370598,0.03799438,0.00440979,0.00669098,0.00316429,0.00876617
Systemic Disease/pretibial-myxedema-20.jpg,17,17,0.00579834,0.01438141,0.00805664,0.00504684,0.00229454,0.00719452,0.00326157,0.01088715,0.00856781,0.00694656,0.00933838,0.00388527,0.01713562,0.00817108,0.05441284,0.00424194,0.00177288,0.73925781,0.00687408,0.03781128,0.00589752,0.03149414,0.00710678
Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-109.jpg,16,16,0.00427628,0.02658081,0.00362968,0.00339699,0.00223732,0.01137543,0.00269508,0.00381088,0.00191212,0.00286102,0.00204086,0.00366592,0.00403595,0.00514221,0.00364494,0.00518417,0.87841797,0.00399780,0.00501633,0.00313377,0.00672531,0.00284386,0.01329803
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-ear-17.jpg,1,1,0.00418472,0.86572266,0.00715256,0.00265503,0.00384331,0.01184845,0.00312805,0.00870514,0.00982666,0.00439453,0.00449753,0.00336838,0.00726700,0.00506592,0.00995636,0.00464249,0.01367188,0.00228500,0.00693512,0.00505829,0.00486374,0.00644684,0.00438309
Herpes HPV and other STDs Photos/herpes-type-2-recurrent-36.jpg,8,8,0.00468445,0.01007080,0.00449371,0.00991821,0.00733185,0.01282501,0.00258064,0.00251770,0.86376953,0.00456238,0.00476456,0.00507355,0.00590897,0.01006317,0.00501633,0.00448227,0.00709152,0.00270081,0.00366211,0.00848389,0.00553513,0.00463104,0.01000214
Scabies Lyme Disease and other Infestations and Bites/biting-insects-27.jpg,15,15,0.00293732,0.00401688,0.00532913,0.00480270,0.00328827,0.01593018,0.01589966,0.00691223,0.00256920,0.00397110,0.00514984,0.00404358,0.00278854,0.00413895,0.00542068,0.72119141,0.00163651,0.03096008,0.00512695,0.06463623,0.00169277,0.08172607,0.00561142
Acne and Rosacea Photos/acne-cystic-131.jpg,0,0,0.88085938,0.00646591,0.00274086,0.00549316,0.00279427,0.00455856,0.00532150,0.00848389,0.00225639,0.00561905,0.00624847,0.00564575,0.00630188,0.00504303,0.00343323,0.00463867,0.00619125,0.00579834,0.00998688,0.00543976,0.00261116,0.00370216,0.01042175
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-face-27.jpg,1,1,0.00632095,0.85888672,0.00648117,0.00222778,0.00430679,0.00450134,0.00598145,0.00735855,0.00940704,0.00526810,0.00423431,0.00422668,0.00439835,0.00587845,0.00435257,0.00489044,0.03082275,0.00681305,0.00617981,0.00589752,0.00249481,0.00355530,0.00574112
Seborrheic Keratoses and other Benign Tumors/follicular-keratosis-1.jpg,16,16,0.00217247,0.02693176,0.00234795,0.00246620,0.00154591,0.00688553,0.00263596,0.00352287,0.00217628,0.00477982,0.01164246,0.04357910,0.00210571,0.00311470,0.00876617,0.00257683,0.83105469,0.01454926,0.00504303,0.00381851,0.00539017,0.00796509,0.00475311
Atopic Dermatitis Photos/05Atopic12060421.jpg,2,2,0.00558472,0.00807953,0.86914062,0.00735092,0.00466919,0.00642395,0.00308800,0.00801086,0.00466919,0.00354576,0.00522995,0.00843048,0.00522232,0.00658798,0.00474167,0.00640488,0.00527191,0.00623703,0.00803375,0.00733566,0.00624847,0.00498962,0.00491714
Lupus and other Connective Tissue diseases/lupus-acute-11.jpg,10,9,0.02912903,0.00404358,0.02139282,0.07318115,0.00735092,0.02711487,0.00878906,0.00564575,0.00358772,0.52685547,0.01277161,0.00350761,0.02488708,0.01251984,0.11889648,0.04611206,0.00968170,0.01259613,0.00891113,0.00518417,0.00337410,0.02622986,0.00831604
Nail Fungus and other Nail Disease/mucous-cyst-56.jpg,12,12,0.00568008,0.00683975,0.00377464,0.00295258,0.00382233,0.00368309,0.00708008,0.00289726,0.00398636,0.01155853,0.00441360,0.01092529,0.87255859,0.00407791,0.00993347,0.00312805,0.00792694,0.00390625,0.00223351,0.00584793,0.01567078,0.00322723,0.00384331
Exanthems and Drug Eruptions/fixed-drug-eruption-65.jpg,6,6,0.04339600,0.00604248,0.00405502,0.02786255,0.00670242,0.00479507,0.72265625,0.00558090,0.01687622,0.00594711,0.02857971,0.01242828,0.00819397,0.00477600,0.00262833,0.00298691,0.00792694,0.03585815,0.00834656,0.00914001,0.00725937,0.01571655,0.01242065
Seborrheic Keratoses and other Benign Tumors/pseudo-cyst-auricle-1.jpg,16,16,0.00510788,0.00420380,0.00169849,0.00453949,0.00559998,0.00191879,0.00384140,0.00788879,0.00297356,0.00944519,0.00273132,0.04635620,0.00627136,0.00273895,0.01640320,0.00333595,0.82226562,0.00250626,0.00224113,0.00328636,0.00447464,0.00275230,0.03738403
Seborrheic Keratoses and other Benign Tumors/20EpidermCystRuptured1.jpg,16,1,0.02862549,0.59912109,0.00433350,0.02566528,0.05926514,0.00457764,0.00161648,0.00327492,0.00239182,0.00404358,0.00486755,0.03320312,0.00557709,0.00337982,0.00776672,0.00383759,0.16503906,0.00241280,0.01771545,0.00121880,0.00849915,0.00833893,0.00530624
Acne and Rosacea Photos/perioral-dermatitis-127.jpg,0,0,0.85791016,0.00658035,0.00352478,0.00720978,0.00513840,0.00648880,0.00370216,0.00729752,0.00320435,0.00206757,0.00602341,0.00522995,0.00495911,0.02621460,0.00453568,0.00218773,0.00343323,0.00400925,0.02702332,0.00341797,0.00260735,0.00383186,0.00320244
Systemic Disease/granuloma-annulare-160.jpg,17,18,0.00961304,0.09814453,0.00538254,0.00385284,0.00501633,0.01279449,0.00334549,0.00945282,0.00555420,0.00968933,0.00781250,0.01484680,0.00938416,0.01435852,0.00550461,0.01271057,0.00484467,0.09271240,0.63232422,0.00821686,0.00888062,0.01930237,0.00612640
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-arm-3.jpg,1,1,0.00633240,0.68212891,0.02546692,0.00550842,0.00367165,0.07385254,0.00252533,0.00632477,0.00293541,0.01257324,0.00717163,0.00435638,0.00827789,0.00353813,0.01708984,0.00502014,0.06823730,0.00166798,0.04016113,0.00756454,0.00418091,0.00313377,0.00831604
Warts Molluscum and other Viral Infections/warts-flat-8.jpg,22,5,0.01433563,0.00371742,0.00819397,0.00258827,0.00562668,0.52148438,0.00357056,0.11145020,0.01120758,0.00228500,0.01397705,0.00525665,0.00956726,0.00510025,0.03839111,0.01424408,0.00598526,0.00960541,0.01264954,0.00358582,0.00706482,0.00191116,0.18847656
Acne and Rosacea Photos/acne-cystic-89.jpg,0,0,0.86425781,0.00549698,0.00883484,0.00535965,0.00349236,0.00616074,0.00792694,0.00610733,0.00488281,0.00710297,0.00348282,0.00773239,0.00679016,0.00683212,0.00415802,0.00881195,0.00445938,0.00502014,0.00636673,0.00873566,0.00500488,0.00749969,0.00553131
Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-mouth-5.jpg,18,14,0.00611877,0.02114868,0.00293541,0.00787354,0.00241661,0.14245605,0.00494003,0.02075195,0.00913239,0.00497055,0.01382446,0.06427002,0.00953674,0.05426025,0.40966797,0.00415421,0.02937317,0.01852417,0.11254883,0.00378036,0.02333069,0.00188637,0.03204346
Tinea Ringworm Candidiasis and other Fungal Infections/perleche-785.jpg,18,18,0.02336121,0.00903320,0.00922394,0.00345230,0.00578690,0.02124023,0.00310326,0.00937653,0.01435089,0.01715088,0.00733948,0.00241470,0.00621033,0.00743103,0.00327492,0.00221443,0.00609970,0.00626755,0.82958984,0.00446320,0.00407791,0.00274849,0.00197792
Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-100.jpg,18,18,0.02270508,0.01483154,0.00393677,0.00377655,0.00291634,0.00867462,0.00433731,0.00648117,0.00574875,0.00853729,0.00444031,0.00674057,0.00651932,0.01403809,0.10046387,0.00221443,0.01788330,0.02346802,0.72216797,0.00259399,0.00671768,0.00739670,0.00343704
Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Hand-40.jpg,14,14,0.00540543,0.00519562,0.00814819,0.00264740,0.00413895,0.00744629,0.00579453,0.00535202,0.00349045,0.00524902,0.00796509,0.00618362,0.02316284,0.00646973,0.86328125,0.00471497,0.00561905,0.00622940,0.00254822,0.00622559,0.00725937,0.00354195,0.00376701
Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-94.jpg,14,14,0.00442886,0.00408936,0.00638199,0.01216125,0.01438904,0.00409317,0.00248909,0.00499725,0.00295258,0.00358582,0.00237846,0.00251770,0.00819397,0.00328255,0.85888672,0.00227547,0.03240967,0.00632858,0.00624847,0.00284576,0.00608063,0.00183582,0.00696182
Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-32.jpg,16,16,0.02151489,0.05252075,0.00971222,0.02760315,0.00928497,0.01499176,0.00510788,0.00613022,0.00359726,0.00865936,0.01141357,0.00487518,0.00750732,0.00729752,0.09271240,0.00564575,0.47680664,0.00452042,0.00524139,0.00496292,0.01499176,0.00926971,0.19567871
Exanthems and Drug Eruptions/fixed-drug-eruption-63.jpg,6,6,0.01412964,0.01036072,0.00521851,0.02294922,0.00555801,0.00521088,0.78759766,0.00903320,0.00556564,0.00657654,0.00429535,0.00748444,0.00531387,0.00493240,0.00723267,0.00539398,0.01844788,0.01221466,0.00870514,0.00693130,0.00560760,0.01119232,0.03001404
Exanthems and Drug Eruptions/hand-foot-mouth-disease-9.jpg,6,14,0.00759888,0.00609207,0.00653458,0.00346375,0.00279236,0.00672150,0.00941467,0.01159668,0.15588379,0.00748062,0.02142334,0.01380157,0.01736450,0.01029205,0.32617188,0.00434494,0.00734329,0.13513184,0.01828003,0.00665283,0.10882568,0.00366211,0.10906982
Herpes HPV and other STDs Photos/AIDS-22.jpg,8,8,0.00191593,0.03994751,0.00569153,0.02885437,0.00344467,0.02375793,0.00350952,0.00400543,0.64257812,0.00264931,0.00506973,0.01477814,0.00395584,0.00685883,0.01347351,0.00654221,0.12054443,0.00536728,0.00682068,0.00236130,0.03494263,0.00761795,0.01529694
Light Diseases and Disorders of Pigmentation/porphyrias-48.jpg,9,9,0.00349998,0.00342560,0.01808167,0.00189114,0.00266457,0.01381683,0.01512909,0.00625992,0.00207329,0.77880859,0.03442383,0.00413895,0.01947021,0.00328827,0.03829956,0.00305176,0.01188660,0.00352097,0.01631165,0.00569916,0.00346184,0.00862122,0.00211334
Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Hand-35.jpg,14,5,0.00182438,0.00421524,0.00970459,0.00275230,0.00120258,0.88330078,0.00195885,0.00429535,0.00369072,0.00201607,0.00742340,0.00289726,0.00720978,0.00883484,0.00841522,0.00396729,0.01210785,0.00513458,0.01438904,0.00378418,0.00408936,0.00126457,0.00547791
Psoriasis pictures Lichen Planus and related diseases/lichen-planus-133.jpg,14,12,0.00557709,0.00572205,0.00818634,0.00336456,0.00551605,0.00666809,0.00461197,0.00933838,0.00665283,0.00774002,0.00212860,0.00698090,0.58007812,0.00619507,0.28051758,0.00767136,0.00676346,0.00368309,0.00571060,0.00649261,0.01139832,0.01020813,0.00898743
Scabies Lyme Disease and other Infestations and Bites/cutaneous-Larva-Migrans-45.jpg,15,15,0.00468063,0.01748657,0.00774384,0.01432037,0.00381470,0.00322151,0.00544357,0.00669861,0.00691986,0.00910950,0.00542068,0.01011658,0.00507355,0.01905823,0.01274109,0.35839844,0.11364746,0.01174164,0.33276367,0.00640106,0.02476501,0.01053619,0.00989532
Light Diseases and Disorders of Pigmentation/porphyrias-16.jpg,9,5,0.00109291,0.02909851,0.00149727,0.05203247,0.00484467,0.71972656,0.00308228,0.00654221,0.00466537,0.01937866,0.01681519,0.01321411,0.00276184,0.00691223,0.03524780,0.00875854,0.01305389,0.01945496,0.01806641,0.00418472,0.00716400,0.00943756,0.00312424
Warts Molluscum and other Viral Infections/warts-common-1.jpg,22,22,0.00762939,0.00388336,0.00884247,0.00458527,0.00402069,0.00614548,0.00940704,0.00939178,0.00306702,0.00571823,0.00372696,0.00601959,0.00806427,0.00646973,0.00511551,0.00503922,0.00911713,0.00322533,0.00455475,0.01008606,0.00570297,0.00369644,0.86669922
Eczema Photos/eczema-fingertips-31.jpg,5,5,0.00567627,0.00357628,0.00402069,0.00171471,0.00408936,0.88183594,0.00311279,0.00586700,0.00426102,0.00270271,0.01303864,0.00554276,0.02761841,0.00311852,0.00319290,0.00374603,0.00261497,0.00201035,0.00235176,0.00405121,0.00482178,0.00349426,0.00738525
Light Diseases and Disorders of Pigmentation/lentigo-adults-28.jpg,9,11,0.00804138,0.10675049,0.00531769,0.00464249,0.00610352,0.00770187,0.00688171,0.00625610,0.00480652,0.20458984,0.00375175,0.53369141,0.00391006,0.00339508,0.00458145,0.00721741,0.05111694,0.00329399,0.00598145,0.00550079,0.00648499,0.00640106,0.00343132
Scabies Lyme Disease and other Infestations and Bites/scabies-96.jpg,15,2,0.00554276,0.00910187,0.87304688,0.01904297,0.00332642,0.00524521,0.00448227,0.00368500,0.00408936,0.00253296,0.00518417,0.00609207,0.00450516,0.00409698,0.00474930,0.00775909,0.00404358,0.00849152,0.00698471,0.00375938,0.00467682,0.00506210,0.00448227
Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Oral-41.jpg,14,14,0.00252151,0.01560211,0.00204086,0.00177193,0.00133324,0.00203705,0.00170612,0.00476837,0.00360107,0.00286102,0.00575256,0.00703049,0.01206970,0.00348091,0.89892578,0.00243187,0.00166225,0.01146698,0.00367165,0.00247765,0.00534821,0.00206184,0.00548172
Tinea Ringworm Candidiasis and other Fungal Infections/tinea-body-198.jpg,18,18,0.01158142,0.00510788,0.00782013,0.00846100,0.01158142,0.00479126,0.00428009,0.01310730,0.00908661,0.00580215,0.00657654,0.01348877,0.01201630,0.01588440,0.00850677,0.01676941,0.00466919,0.23193359,0.57714844,0.00755310,0.00949860,0.00452805,0.00966644
Systemic Disease/granuloma-annulare-20.jpg,17,17,0.00489044,0.01606750,0.00839233,0.00249481,0.00327492,0.00827789,0.00444412,0.00782013,0.00423431,0.00959015,0.00445938,0.00499725,0.00482178,0.00556946,0.00772858,0.00617981,0.02140808,0.82031250,0.01144409,0.00432587,0.00946808,0.00518417,0.02453613
Seborrheic Keratoses and other Benign Tumors/keratoacanthoma-1.jpg,16,16,0.00292969,0.02880859,0.00214195,0.00290108,0.00331688,0.00652313,0.00303650,0.00505447,0.00489807,0.00555801,0.00407410,0.12817383,0.00520325,0.00304794,0.00683212,0.00227547,0.75683594,0.00329399,0.00518036,0.00388145,0.00434113,0.00376129,0.00801849
Tinea Ringworm Candidiasis and other Fungal Infections/erosio-interdigitalis-blastomycetica-11.jpg,18,18,0.00147438,0.00423050,0.00605774,0.00172329,0.00288010,0.02534485,0.00341988,0.00767899,0.00289345,0.00338364,0.00467682,0.01001740,0.00466919,0.00804901,0.01319122,0.00613022,0.01340485,0.00875854,0.85595703,0.00321579,0.00279427,0.00515366,0.00487900
Seborrheic Keratoses and other Benign Tumors/dermatofibroma-93.jpg,16,16,0.00337029,0.00888062,0.00563049,0.00229645,0.00379944,0.00682449,0.00299454,0.00362968,0.00288391,0.00327110,0.00558090,0.00186062,0.00360870,0.00359154,0.00378990,0.00345993,0.90722656,0.00367165,0.00577164,0.00547409,0.00655746,0.00384331,0.00182152
Lupus and other Connective Tissue diseases/morphea-28.jpg,10,14,0.00669098,0.01015472,0.00518799,0.00538635,0.00981903,0.03326416,0.00763702,0.01428986,0.01200867,0.01312256,0.26708984,0.00929260,0.02684021,0.00547791,0.36352539,0.00499725,0.00327492,0.04489136,0.01911926,0.00639725,0.00724411,0.10974121,0.01448059
Eczema Photos/eczema-hand-147.jpg,5,5,0.00400543,0.00529480,0.00468826,0.00411606,0.00284576,0.87841797,0.00517273,0.00564575,0.00626373,0.00300217,0.01860046,0.00551605,0.00566864,0.00327110,0.00794983,0.00491714,0.00497055,0.00220490,0.00346184,0.00703812,0.00623322,0.00469589,0.00583267
Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-156.jpg,13,13,0.01562500,0.00915527,0.01715088,0.00265884,0.01017761,0.01306915,0.00277138,0.00233078,0.00604248,0.00285339,0.00282478,0.00451660,0.00569916,0.83935547,0.00859070,0.00476837,0.00466919,0.00502396,0.02075195,0.00532913,0.00345612,0.00556183,0.00770187
Nail Fungus and other Nail Disease/alopecia-areata-19.jpg,12,7,0.00440216,0.00517273,0.01375580,0.00293732,0.00404739,0.00796509,0.01232910,0.82763672,0.00208664,0.00463104,0.00269890,0.00419235,0.06195068,0.00554657,0.00483704,0.00651550,0.00335312,0.00471115,0.00263023,0.00523376,0.00478363,0.00564194,0.00316620
Acne and Rosacea Photos/acne-open-comedo-15.jpg,0,0,0.73828125,0.00546646,0.09149170,0.00507736,0.01011658,0.00659180,0.00492477,0.05838013,0.00400925,0.00277519,0.00329590,0.00425720,0.00463486,0.00993347,0.00623703,0.00635910,0.00297928,0.00978851,0.00750351,0.00920105,0.00180340,0.00374031,0.00322151
Nail Fungus and other Nail Disease/distal-subungual-onychomycosis-86.jpg,12,12,0.00612259,0.01333618,0.00511169,0.00506210,0.00696564,0.00578690,0.00544739,0.00423813,0.00634003,0.00577164,0.00402069,0.01541138,0.85937500,0.00356293,0.00873566,0.00650406,0.00750732,0.00335312,0.00503159,0.00473404,0.00801849,0.00479889,0.00477982
